page,total_page,loc_code,string1,string2,string3,string4,string5,string6
1918,16071,30100180,"7 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Negeri Jakarta","Fakultas Ilmu Pendidikan","Program Studi S1 Manajemen Pendidikan Fakultas Ilmu Pendidikan",NULL
1920,16071,30100180,"7 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Negeri Jakarta","Fakultas Ilmu Pendidikan","Program Studi S1 Manajemen Pendidikan Fakultas Ilmu Pendidikan",NULL
1921,16071,30100180,"7 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Negeri Jakarta","Fakultas Ilmu Pendidikan","Program Studi S1 Manajemen Pendidikan Fakultas Ilmu Pendidikan",NULL
1922,16071,30100180,"7 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Negeri Jakarta","Fakultas Ilmu Pendidikan","Program Studi S1 Manajemen Pendidikan Fakultas Ilmu Pendidikan",NULL
1923,16071,30100180,"7 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Negeri Jakarta","Fakultas Ilmu Pendidikan","Program Studi S1 Manajemen Pendidikan Fakultas Ilmu Pendidikan",NULL
1924,16071,30100182,"4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Teknologi Sumatera","Fakultas Teknologi Infrastruktur dan Kewilayahan","Prodi S1 Arsitektur LanskapFakultas Teknologi Infrastruktur dan Kewilayahan",NULL
1925,16071,30100182,"4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Teknologi Sumatera","Fakultas Teknologi Infrastruktur dan Kewilayahan","Prodi S1 Arsitektur LanskapFakultas Teknologi Infrastruktur dan Kewilayahan",NULL
1926,16071,30100182,"4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Teknologi Sumatera","Fakultas Teknologi Infrastruktur dan Kewilayahan","Prodi S1 Arsitektur LanskapFakultas Teknologi Infrastruktur dan Kewilayahan",NULL
1927,16071,30100182,"4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Teknologi Sumatera","Fakultas Teknologi Infrastruktur dan Kewilayahan","Prodi S1 Arsitektur LanskapFakultas Teknologi Infrastruktur dan Kewilayahan",NULL
1928,16071,30100184,Teknik,"Jurusan Teknik Mesin Fakultas Teknik Universitas Pattimura","Prodi S1 Teknik Mesin Jurusan Teknik Mesin Fakultas Teknik 1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Pattimura","Fakultas Universitas Pattimura"
1929,16071,30100184,Teknik,"Jurusan Teknik Mesin Fakultas Teknik Universitas Pattimura","Prodi S1 Teknik Mesin Jurusan Teknik Mesin Fakultas Teknik 1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Pattimura","Fakultas Universitas Pattimura"
1930,16071,30100186,"5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Bengkulu","Fakultas Kedokteran dan Ilmu Kesehatan","Program Studi S1 Kedokteran",NULL
1931,16071,30100186,"5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Bengkulu","Fakultas Kedokteran dan Ilmu Kesehatan","Program Studi S1 Kedokteran",NULL
1932,16071,30100186,"5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Bengkulu","Fakultas Kedokteran dan Ilmu Kesehatan","Program Studi S1 Kedokteran",NULL
1933,16071,30100186,"5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Bengkulu","Fakultas Kedokteran dan Ilmu Kesehatan","Program Studi S1 Kedokteran",NULL
1934,16071,30100186,"5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Bengkulu","Fakultas Kedokteran dan Ilmu Kesehatan","Program Studi S1 Kedokteran",NULL
1935,16071,30100186,"5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Bengkulu","Fakultas Kedokteran dan Ilmu Kesehatan","Program Studi S1 Kedokteran",NULL
1936,16071,30100186,"5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Bengkulu","Fakultas Kedokteran dan Ilmu Kesehatan","Program Studi S1 Kedokteran",NULL
1937,16071,30100186,"5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Bengkulu","Fakultas Kedokteran dan Ilmu Kesehatan","Program Studi S1 Kedokteran",NULL
1938,16071,30100186,"5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Bengkulu","Fakultas Kedokteran dan Ilmu Kesehatan","Program Studi S1 Kedokteran",NULL
1939,16071,30100186,"5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Bengkulu","Fakultas Kedokteran dan Ilmu Kesehatan","Program Studi S1 Kedokteran",NULL
1940,16071,30100187,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Seni Indonesia Yogyakarta","Fakultas Seni Pertunjukan","Jurusan Teater Fakultas Seni Pertunjukan","Prodi S1 Teater Jurusan Teater"
1941,16071,30100187,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Seni Indonesia Yogyakarta","Fakultas Seni Pertunjukan","Jurusan Teater Fakultas Seni Pertunjukan","Prodi S1 Teater Jurusan Teater"
1942,16071,30100190,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Padang","Jurusan Administrasi Niaga","D4 Bisnis Digital Jurusan Teknik Elektro",NULL
1943,16071,30100190,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Padang","Jurusan Administrasi Niaga","D4 Bisnis Digital Jurusan Teknik Elektro",NULL
1944,16071,30100190,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Padang","Jurusan Administrasi Niaga","D4 Bisnis Digital Jurusan Teknik Elektro",NULL
1945,16071,30100190,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Padang","Jurusan Administrasi Niaga","D4 Bisnis Digital Jurusan Teknik Elektro",NULL
1946,16071,30100191,"3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","UNIVERSITAS LAMBUNG MANGKURAT","FAKULTAS PERTANIAN","Prodi S1","Teknologi Industri Pertanian Fakultas Pertanian"
1947,16071,30100191,"3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","UNIVERSITAS LAMBUNG MANGKURAT","FAKULTAS PERTANIAN","Prodi S1","Teknologi Industri Pertanian Fakultas Pertanian"
1948,16071,30100191,"3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","UNIVERSITAS LAMBUNG MANGKURAT","FAKULTAS PERTANIAN","Prodi S1","Teknologi Industri Pertanian Fakultas Pertanian"
1949,16071,30100191,"3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","UNIVERSITAS LAMBUNG MANGKURAT","FAKULTAS PERTANIAN","Prodi S1","Teknologi Industri Pertanian Fakultas Pertanian"
1950,16071,30100194,"13 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Sultan Ageng Tirtayasa","Fakultas Pertanian","Jurusan Ilmu Kelautan Fakultas Pertanian",NULL
1951,16071,30100194,"13 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Sultan Ageng Tirtayasa","Fakultas Pertanian","Jurusan Ilmu Kelautan Fakultas Pertanian",NULL
1952,16071,30100194,"13 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Sultan Ageng Tirtayasa","Fakultas Pertanian","Jurusan Ilmu Kelautan Fakultas Pertanian",NULL
1953,16071,30100194,"13 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Sultan Ageng Tirtayasa","Fakultas Pertanian","Jurusan Ilmu Kelautan Fakultas Pertanian",NULL
1954,16071,30100194,"13 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Sultan Ageng Tirtayasa","Fakultas Pertanian","Jurusan Ilmu Kelautan Fakultas Pertanian",NULL
1955,16071,30100194,"13 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Sultan Ageng Tirtayasa","Fakultas Pertanian","Jurusan Ilmu Kelautan Fakultas Pertanian",NULL
1956,16071,30100194,"13 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Sultan Ageng Tirtayasa","Fakultas Pertanian","Jurusan Ilmu Kelautan Fakultas Pertanian",NULL
1957,16071,30100194,"13 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Sultan Ageng Tirtayasa","Fakultas Pertanian","Jurusan Ilmu Kelautan Fakultas Pertanian",NULL
1958,16071,30100194,"13 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Sultan Ageng Tirtayasa","Fakultas Pertanian","Jurusan Ilmu Kelautan Fakultas Pertanian",NULL
1959,16071,30100194,"13 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Sultan Ageng Tirtayasa","Fakultas Pertanian","Jurusan Ilmu Kelautan Fakultas Pertanian",NULL
1960,16071,30100194,"13 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Sultan Ageng Tirtayasa","Fakultas Pertanian","Jurusan Ilmu Kelautan Fakultas Pertanian",NULL
1961,16071,30100194,"13 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Sultan Ageng Tirtayasa","Fakultas Pertanian","Jurusan Ilmu Kelautan Fakultas Pertanian",NULL
1962,16071,30100194,"13 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Sultan Ageng Tirtayasa","Fakultas Pertanian","Jurusan Ilmu Kelautan Fakultas Pertanian",NULL
1963,16071,30100194,"13 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Sultan Ageng Tirtayasa","Fakultas Pertanian","Jurusan Ilmu Kelautan Fakultas Pertanian",NULL
1964,16071,30100194,"13 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Sultan Ageng Tirtayasa","Fakultas Pertanian","Jurusan Ilmu Kelautan Fakultas Pertanian",NULL
1965,16071,30100194,"13 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Sultan Ageng Tirtayasa","Fakultas Pertanian","Jurusan Ilmu Kelautan Fakultas Pertanian",NULL
1966,16071,30100195,"10 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","UNIVERSITAS LAMBUNG MANGKURAT","FAKULTAS PERTANIAN","Prodi S1","Ilmu Tanah Fakultas Pertanian"
1967,16071,30100195,"10 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","UNIVERSITAS LAMBUNG MANGKURAT","FAKULTAS PERTANIAN","Prodi S1","Ilmu Tanah Fakultas Pertanian"
1968,16071,30100195,"10 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","UNIVERSITAS LAMBUNG MANGKURAT","FAKULTAS PERTANIAN","Prodi S1","Ilmu Tanah Fakultas Pertanian"
1969,16071,30100195,"10 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","UNIVERSITAS LAMBUNG MANGKURAT","FAKULTAS PERTANIAN","Prodi S1","Ilmu Tanah Fakultas Pertanian"
1970,16071,30100195,"10 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","UNIVERSITAS LAMBUNG MANGKURAT","FAKULTAS PERTANIAN","Prodi S1","Ilmu Tanah Fakultas Pertanian"
1971,16071,30100195,"10 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","UNIVERSITAS LAMBUNG MANGKURAT","FAKULTAS PERTANIAN","Prodi S1","Ilmu Tanah Fakultas Pertanian"
1972,16071,30100195,"10 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","UNIVERSITAS LAMBUNG MANGKURAT","FAKULTAS PERTANIAN","Prodi S1","Ilmu Tanah Fakultas Pertanian"
1973,16071,30100195,"10 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","UNIVERSITAS LAMBUNG MANGKURAT","FAKULTAS PERTANIAN","Prodi S1","Ilmu Tanah Fakultas Pertanian"
1974,16071,30100195,"10 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","UNIVERSITAS LAMBUNG MANGKURAT","FAKULTAS PERTANIAN","Prodi S1","Ilmu Tanah Fakultas Pertanian"
1975,16071,30100195,"10 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","UNIVERSITAS LAMBUNG MANGKURAT","FAKULTAS PERTANIAN","Prodi S1","Ilmu Tanah Fakultas Pertanian"
1976,16071,30100197,"3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Ujung Pandang","Jurusan Teknik Elektro","D3 Teknik Listrik",NULL
1977,16071,30100197,"3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Ujung Pandang","Jurusan Teknik Elektro","D3 Teknik Listrik",NULL
1978,16071,30100197,"3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Ujung Pandang","Jurusan Teknik Elektro","D3 Teknik Listrik",NULL
1979,16071,30100197,"3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Ujung Pandang","Jurusan Teknik Elektro","D3 Teknik Listrik",NULL
1980,16071,30100199,"4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Teknologi Sumatera","Fakultas Sains","Prodi S1 Farmasi Fakultas Sains",NULL
1981,16071,30100199,"4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Teknologi Sumatera","Fakultas Sains","Prodi S1 Farmasi Fakultas Sains",NULL
1982,16071,30100199,"4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Teknologi Sumatera","Fakultas Sains","Prodi S1 Farmasi Fakultas Sains",NULL
1983,16071,30100199,"4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Teknologi Sumatera","Fakultas Sains","Prodi S1 Farmasi Fakultas Sains",NULL
1984,16071,30100199,"4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Teknologi Sumatera","Fakultas Sains","Prodi S1 Farmasi Fakultas Sains",NULL
1985,16071,30100199,"4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Teknologi Sumatera","Fakultas Sains","Prodi S1 Farmasi Fakultas Sains",NULL
1986,16071,30100201,"3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Ujung Pandang","Jurusan Teknik Kimia","D4 Teknologi Rekayasa Kimia Berkelanjutan",NULL
1987,16071,30100201,"3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Ujung Pandang","Jurusan Teknik Kimia","D4 Teknologi Rekayasa Kimia Berkelanjutan",NULL
1988,16071,30100201,"3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Ujung Pandang","Jurusan Teknik Kimia","D4 Teknologi Rekayasa Kimia Berkelanjutan",NULL
1989,16071,30100201,"3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Ujung Pandang","Jurusan Teknik Kimia","D4 Teknologi Rekayasa Kimia Berkelanjutan",NULL
1990,16071,30100202,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Jakarta","Jurusan Teknik Grafika dan Penerbitan","D4 Teknologi Industri Cetak Kemasan","Jurusan Teknik Grafika dan Penerbitan"
1991,16071,30100202,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Jakarta","Jurusan Teknik Grafika dan Penerbitan","D4 Teknologi Industri Cetak Kemasan","Jurusan Teknik Grafika dan Penerbitan"
1992,16071,30100202,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Jakarta","Jurusan Teknik Grafika dan Penerbitan","D4 Teknologi Industri Cetak Kemasan","Jurusan Teknik Grafika dan Penerbitan"
1993,16071,30100202,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Jakarta","Jurusan Teknik Grafika dan Penerbitan","D4 Teknologi Industri Cetak Kemasan","Jurusan Teknik Grafika dan Penerbitan"
1994,16071,30100203,"Fakultas Teknik","Jurusan S1 Pendidikan Teknik Mesin Fakultas Teknik","Prodi S1 Teknik Mesin Jurusan Pendidikan Teknik Mesin 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Negeri Manado","Fakultas Teknik"
1995,16071,30100203,"Fakultas Teknik","Jurusan S1 Pendidikan Teknik Mesin Fakultas Teknik","Prodi S1 Teknik Mesin Jurusan Pendidikan Teknik Mesin 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Negeri Manado","Fakultas Teknik"
1996,16071,30100205,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Negeri Gorontalo","Fakultas Kelautan dan Teknologi Perikanan","Jurusan S1 Manajemen Sumber Daya Perairan",NULL
1997,16071,30100205,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Negeri Gorontalo","Fakultas Kelautan dan Teknologi Perikanan","Jurusan S1 Manajemen Sumber Daya Perairan",NULL
1998,16071,30100205,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Negeri Gorontalo","Fakultas Kelautan dan Teknologi Perikanan","Jurusan S1 Manajemen Sumber Daya Perairan",NULL
1999,16071,30100205,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Negeri Gorontalo","Fakultas Kelautan dan Teknologi Perikanan","Jurusan S1 Manajemen Sumber Daya Perairan",NULL
2000,16071,30100207,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Udayana","Fakultas Ilmu Budaya","Prodi S1 Ilmu Sejarah Fakultas Ilmu Budaya",NULL
2001,16071,30100207,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Udayana","Fakultas Ilmu Budaya","Prodi S1 Ilmu Sejarah Fakultas Ilmu Budaya",NULL
2002,16071,30100208,Bandung,"Fakultas Seni Rupa dan Desain","Jurusan Desain Fakultas Seni Rupa dan Desain","Prodi S1 Desain Komunikasi Visual 4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Seni Budaya Indonesia Jurusan Desain"
2003,16071,30100208,Bandung,"Fakultas Seni Rupa dan Desain","Jurusan Desain Fakultas Seni Rupa dan Desain","Prodi S1 Desain Komunikasi Visual 4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Seni Budaya Indonesia Jurusan Desain"
2004,16071,30100208,Bandung,"Fakultas Seni Rupa dan Desain","Jurusan Desain Fakultas Seni Rupa dan Desain","Prodi S1 Desain Komunikasi Visual 4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Seni Budaya Indonesia Jurusan Desain"
2005,16071,30100208,Bandung,"Fakultas Seni Rupa dan Desain","Jurusan Desain Fakultas Seni Rupa dan Desain","Prodi S1 Desain Komunikasi Visual 4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Seni Budaya Indonesia Jurusan Desain"
2006,16071,30100208,Bandung,"Fakultas Seni Rupa dan Desain","Jurusan Desain Fakultas Seni Rupa dan Desain","Prodi S1 Desain Komunikasi Visual 4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Seni Budaya Indonesia Jurusan Desain"
2007,16071,30100208,Bandung,"Fakultas Seni Rupa dan Desain","Jurusan Desain Fakultas Seni Rupa dan Desain","Prodi S1 Desain Komunikasi Visual 4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Seni Budaya Indonesia Jurusan Desain"
2008,16071,30100209,"14 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Perkapalan Negeri Surabaya","Jurusan Teknik Bangunan Kapal","D-III Teknik Perancangan dan Konstruksi Kapal",NULL
2009,16071,30100209,"14 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Perkapalan Negeri Surabaya","Jurusan Teknik Bangunan Kapal","D-III Teknik Perancangan dan Konstruksi Kapal",NULL
2010,16071,30100209,"14 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Perkapalan Negeri Surabaya","Jurusan Teknik Bangunan Kapal","D-III Teknik Perancangan dan Konstruksi Kapal",NULL
2011,16071,30100209,"14 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Perkapalan Negeri Surabaya","Jurusan Teknik Bangunan Kapal","D-III Teknik Perancangan dan Konstruksi Kapal",NULL
2012,16071,30100209,"14 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Perkapalan Negeri Surabaya","Jurusan Teknik Bangunan Kapal","D-III Teknik Perancangan dan Konstruksi Kapal",NULL
2013,16071,30100209,"14 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Perkapalan Negeri Surabaya","Jurusan Teknik Bangunan Kapal","D-III Teknik Perancangan dan Konstruksi Kapal",NULL
2014,16071,30100209,"14 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Perkapalan Negeri Surabaya","Jurusan Teknik Bangunan Kapal","D-III Teknik Perancangan dan Konstruksi Kapal",NULL
2015,16071,30100209,"14 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Perkapalan Negeri Surabaya","Jurusan Teknik Bangunan Kapal","D-III Teknik Perancangan dan Konstruksi Kapal",NULL
2016,16071,30100209,"14 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Perkapalan Negeri Surabaya","Jurusan Teknik Bangunan Kapal","D-III Teknik Perancangan dan Konstruksi Kapal",NULL
