page,total_page,loc_code,string1,string2,string3,string4,string5,string6
6919,16071,30101993,"16 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Papua","Fakultas Kedokteran","Program Studi S1 Pendidikan Dokter",NULL
6920,16071,30101993,"16 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Papua","Fakultas Kedokteran","Program Studi S1 Pendidikan Dokter",NULL
6921,16071,30101993,"16 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Papua","Fakultas Kedokteran","Program Studi S1 Pendidikan Dokter",NULL
6923,16071,30101993,"16 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Papua","Fakultas Kedokteran","Program Studi S1 Pendidikan Dokter",NULL
6924,16071,30101993,"16 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Papua","Fakultas Kedokteran","Program Studi S1 Pendidikan Dokter",NULL
6925,16071,30101993,"16 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Papua","Fakultas Kedokteran","Program Studi S1 Pendidikan Dokter",NULL
6926,16071,30101993,"16 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Papua","Fakultas Kedokteran","Program Studi S1 Pendidikan Dokter",NULL
6927,16071,30101993,"16 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Papua","Fakultas Kedokteran","Program Studi S1 Pendidikan Dokter",NULL
6928,16071,30101993,"16 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Papua","Fakultas Kedokteran","Program Studi S1 Pendidikan Dokter",NULL
6929,16071,30101993,"16 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Papua","Fakultas Kedokteran","Program Studi S1 Pendidikan Dokter",NULL
6930,16071,30101993,"16 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Papua","Fakultas Kedokteran","Program Studi S1 Pendidikan Dokter",NULL
6931,16071,30101994,"3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Papua","Fakultas Ekonomi dan Bisnis","Jurusan Akutansi","Program Studi Akutansi"
6932,16071,30101994,"3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Papua","Fakultas Ekonomi dan Bisnis","Jurusan Akutansi","Program Studi Akutansi"
6933,16071,30101994,"3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Papua","Fakultas Ekonomi dan Bisnis","Jurusan Akutansi","Program Studi Akutansi"
6934,16071,30101994,"3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Papua","Fakultas Ekonomi dan Bisnis","Jurusan Akutansi","Program Studi Akutansi"
6935,16071,30101994,"3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Papua","Fakultas Ekonomi dan Bisnis","Jurusan Akutansi","Program Studi Akutansi"
6936,16071,30101994,"3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Papua","Fakultas Ekonomi dan Bisnis","Jurusan Akutansi","Program Studi Akutansi"
6937,16071,30101995,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Negeri Gorontalo","Fakultas Ilmu Sosial","Jurusan S1 Ilmu Komunikasi Fakultas Ilmu Sosial",NULL
6938,16071,30101995,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Negeri Gorontalo","Fakultas Ilmu Sosial","Jurusan S1 Ilmu Komunikasi Fakultas Ilmu Sosial",NULL
6939,16071,30101995,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Negeri Gorontalo","Fakultas Ilmu Sosial","Jurusan S1 Ilmu Komunikasi Fakultas Ilmu Sosial",NULL
6940,16071,30101995,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Negeri Gorontalo","Fakultas Ilmu Sosial","Jurusan S1 Ilmu Komunikasi Fakultas Ilmu Sosial",NULL
6941,16071,30101997,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Halu Oleo","Fakultas Matematika dan Ilmu Pengetahuan Alam","Jurusan S1 Biologi Fakultas Matematika dan Ilmu Pengetahuan Alam",NULL
6942,16071,30101997,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Halu Oleo","Fakultas Matematika dan Ilmu Pengetahuan Alam","Jurusan S1 Biologi Fakultas Matematika dan Ilmu Pengetahuan Alam",NULL
6943,16071,30101998,"7 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Banjarmasin","Jurusan Administrasi Bisnis","D3 Administrasi Bisnis",NULL
6944,16071,30101998,"7 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Banjarmasin","Jurusan Administrasi Bisnis","D3 Administrasi Bisnis",NULL
6945,16071,30101998,"7 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Banjarmasin","Jurusan Administrasi Bisnis","D3 Administrasi Bisnis",NULL
6946,16071,30101998,"7 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Banjarmasin","Jurusan Administrasi Bisnis","D3 Administrasi Bisnis",NULL
6947,16071,30101998,"7 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Banjarmasin","Jurusan Administrasi Bisnis","D3 Administrasi Bisnis",NULL
6948,16071,30101998,"7 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Banjarmasin","Jurusan Administrasi Bisnis","D3 Administrasi Bisnis",NULL
6949,16071,30101999,"7 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Pembangunan Nasional "Veteran"" Jawa Timur"","Fakultas Ilmu Komputer","Prodi S1","Sains Data Jurusan Sains Data"
6950,16071,30101999,"7 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Pembangunan Nasional "Veteran"" Jawa Timur"","Fakultas Ilmu Komputer","Prodi S1","Sains Data Jurusan Sains Data"
6951,16071,30101999,"7 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Pembangunan Nasional "Veteran"" Jawa Timur"","Fakultas Ilmu Komputer","Prodi S1","Sains Data Jurusan Sains Data"
6952,16071,30101999,"7 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Pembangunan Nasional "Veteran"" Jawa Timur"","Fakultas Ilmu Komputer","Prodi S1","Sains Data Jurusan Sains Data"
6953,16071,30101999,"7 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Pembangunan Nasional "Veteran"" Jawa Timur"","Fakultas Ilmu Komputer","Prodi S1","Sains Data Jurusan Sains Data"
6954,16071,30101999,"7 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Pembangunan Nasional "Veteran"" Jawa Timur"","Fakultas Ilmu Komputer","Prodi S1","Sains Data Jurusan Sains Data"
6955,16071,30101999,"7 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Pembangunan Nasional "Veteran"" Jawa Timur"","Fakultas Ilmu Komputer","Prodi S1","Sains Data Jurusan Sains Data"
6956,16071,30101999,"7 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Pembangunan Nasional "Veteran"" Jawa Timur"","Fakultas Ilmu Komputer","Prodi S1","Sains Data Jurusan Sains Data"
6957,16071,30102000,"Fakultas Teknik","Jurusan Pendidikan Teknik Otomotif Fakultas Teknik","Program Studi S1 Pendidikan Teknik Otomotif Pendidikan Teknik 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Negeri Makassar",Otomotif
6958,16071,30102000,"Fakultas Teknik","Jurusan Pendidikan Teknik Otomotif Fakultas Teknik","Program Studi S1 Pendidikan Teknik Otomotif Pendidikan Teknik 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Negeri Makassar",Otomotif
6959,16071,30102001,"Sosial dan llmu Politik","Jurusan Ilmu Administrasi Negara Fakultas Ilmu Sosial dan Ilmu Politik","Prodi S1 Ilmu Administrasi Negara 4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Tidar","Fakultas llmu Jurusan Ilmu Administrasi Negara"
6960,16071,30102001,"Sosial dan llmu Politik","Jurusan Ilmu Administrasi Negara Fakultas Ilmu Sosial dan Ilmu Politik","Prodi S1 Ilmu Administrasi Negara 4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Tidar","Fakultas llmu Jurusan Ilmu Administrasi Negara"
6961,16071,30102001,"Sosial dan llmu Politik","Jurusan Ilmu Administrasi Negara Fakultas Ilmu Sosial dan Ilmu Politik","Prodi S1 Ilmu Administrasi Negara 4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Tidar","Fakultas llmu Jurusan Ilmu Administrasi Negara"
6962,16071,30102001,"Sosial dan llmu Politik","Jurusan Ilmu Administrasi Negara Fakultas Ilmu Sosial dan Ilmu Politik","Prodi S1 Ilmu Administrasi Negara 4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Tidar","Fakultas llmu Jurusan Ilmu Administrasi Negara"
6963,16071,30102002,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Semarang","Jurusan Administrasi Bisnis","Program Studi D4","Manajemen Bisnis Internasional"
6964,16071,30102002,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Semarang","Jurusan Administrasi Bisnis","Program Studi D4","Manajemen Bisnis Internasional"
6965,16071,30102004,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Negeri Jakarta","Fakultas Ilmu Sosial","Program Studi S1 Geografi Fakultas Ilmu Sosial",NULL
6966,16071,30102004,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Negeri Jakarta","Fakultas Ilmu Sosial","Program Studi S1 Geografi Fakultas Ilmu Sosial",NULL
6967,16071,30102008,"Matematika Dan Ilmu Pengetahuan Alam","Jurusan Kimia","Fakultas Matematika Dan Ilmu Pengetahuan Alam","Program Studi Sarjana (S1) 1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Jember"
6968,16071,30102008,"Matematika Dan Ilmu Pengetahuan Alam","Jurusan Kimia","Fakultas Matematika Dan Ilmu Pengetahuan Alam","Program Studi Sarjana (S1) 1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Jember"
6969,16071,30102009,"3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Papua","Fakultas Teknik Pertambangan Dan Perminyakan","Jurusan Perminyakan","Program Studi S1 Perminyakan"
6970,16071,30102009,"3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Papua","Fakultas Teknik Pertambangan Dan Perminyakan","Jurusan Perminyakan","Program Studi S1 Perminyakan"
6971,16071,30102009,"3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Papua","Fakultas Teknik Pertambangan Dan Perminyakan","Jurusan Perminyakan","Program Studi S1 Perminyakan"
6972,16071,30102009,"3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Papua","Fakultas Teknik Pertambangan Dan Perminyakan","Jurusan Perminyakan","Program Studi S1 Perminyakan"
6973,16071,30102009,"3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Papua","Fakultas Teknik Pertambangan Dan Perminyakan","Jurusan Perminyakan","Program Studi S1 Perminyakan"
6974,16071,30102009,"3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Papua","Fakultas Teknik Pertambangan Dan Perminyakan","Jurusan Perminyakan","Program Studi S1 Perminyakan"
6975,16071,30102011,"8 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Teknologi Sumatera","Fakultas Teknologi Industri","Prodi S1 Teknik Biosistem Fakultas Teknologi Industri",NULL
6976,16071,30102011,"8 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Teknologi Sumatera","Fakultas Teknologi Industri","Prodi S1 Teknik Biosistem Fakultas Teknologi Industri",NULL
6977,16071,30102011,"8 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Teknologi Sumatera","Fakultas Teknologi Industri","Prodi S1 Teknik Biosistem Fakultas Teknologi Industri",NULL
6978,16071,30102011,"8 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Teknologi Sumatera","Fakultas Teknologi Industri","Prodi S1 Teknik Biosistem Fakultas Teknologi Industri",NULL
6979,16071,30102011,"8 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Teknologi Sumatera","Fakultas Teknologi Industri","Prodi S1 Teknik Biosistem Fakultas Teknologi Industri",NULL
6980,16071,30102011,"8 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Teknologi Sumatera","Fakultas Teknologi Industri","Prodi S1 Teknik Biosistem Fakultas Teknologi Industri",NULL
6981,16071,30102011,"8 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Teknologi Sumatera","Fakultas Teknologi Industri","Prodi S1 Teknik Biosistem Fakultas Teknologi Industri",NULL
6982,16071,30102011,"8 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Teknologi Sumatera","Fakultas Teknologi Industri","Prodi S1 Teknik Biosistem Fakultas Teknologi Industri",NULL
6983,16071,30102011,"8 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Teknologi Sumatera","Fakultas Teknologi Industri","Prodi S1 Teknik Biosistem Fakultas Teknologi Industri",NULL
6984,16071,30102011,"8 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Teknologi Sumatera","Fakultas Teknologi Industri","Prodi S1 Teknik Biosistem Fakultas Teknologi Industri",NULL
6985,16071,30102011,"8 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Teknologi Sumatera","Fakultas Teknologi Industri","Prodi S1 Teknik Biosistem Fakultas Teknologi Industri",NULL
6986,16071,30102011,"8 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Teknologi Sumatera","Fakultas Teknologi Industri","Prodi S1 Teknik Biosistem Fakultas Teknologi Industri",NULL
6987,16071,30102011,"8 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Teknologi Sumatera","Fakultas Teknologi Industri","Prodi S1 Teknik Biosistem Fakultas Teknologi Industri",NULL
6988,16071,30102011,"8 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Teknologi Sumatera","Fakultas Teknologi Industri","Prodi S1 Teknik Biosistem Fakultas Teknologi Industri",NULL
6989,16071,30102017,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Jenderal Soedirman","Fakultas Teknik","Jurusan Teknik Industri Fakultas Teknik","Prodi Teknik Industri Jurusan Teknik Industri"
6990,16071,30102017,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Jenderal Soedirman","Fakultas Teknik","Jurusan Teknik Industri Fakultas Teknik","Prodi Teknik Industri Jurusan Teknik Industri"
6991,16071,30102018,"Fakultas Ilmu Sosial dan Ilmu Politik","Jurusan Ilmu Administrasi Fakultas Ilmu Sosial dan Ilmu Politik","Prodi D3 Kesekretariatan Jurusan 4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Tanjungpura","Ilmu Administrasi"
6992,16071,30102018,"Fakultas Ilmu Sosial dan Ilmu Politik","Jurusan Ilmu Administrasi Fakultas Ilmu Sosial dan Ilmu Politik","Prodi D3 Kesekretariatan Jurusan 4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Tanjungpura","Ilmu Administrasi"
6993,16071,30102018,"Fakultas Ilmu Sosial dan Ilmu Politik","Jurusan Ilmu Administrasi Fakultas Ilmu Sosial dan Ilmu Politik","Prodi D3 Kesekretariatan Jurusan 4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Tanjungpura","Ilmu Administrasi"
6994,16071,30102018,"Fakultas Ilmu Sosial dan Ilmu Politik","Jurusan Ilmu Administrasi Fakultas Ilmu Sosial dan Ilmu Politik","Prodi D3 Kesekretariatan Jurusan 4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Tanjungpura","Ilmu Administrasi"
6995,16071,30102018,"Fakultas Ilmu Sosial dan Ilmu Politik","Jurusan Ilmu Administrasi Fakultas Ilmu Sosial dan Ilmu Politik","Prodi D3 Kesekretariatan Jurusan 4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Tanjungpura","Ilmu Administrasi"
6996,16071,30102018,"Fakultas Ilmu Sosial dan Ilmu Politik","Jurusan Ilmu Administrasi Fakultas Ilmu Sosial dan Ilmu Politik","Prodi D3 Kesekretariatan Jurusan 4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Tanjungpura","Ilmu Administrasi"
6997,16071,30102021,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Mulawarman","Fakultas Teknik","Prodi S1 Teknik Sipil Fakultas Teknik",NULL
6998,16071,30102021,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Mulawarman","Fakultas Teknik","Prodi S1 Teknik Sipil Fakultas Teknik",NULL
6999,16071,30102022,"5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Bengkulu","Fakultas Pertanian","S1 Jurusan Kehutanan","Prodi S1 Kehutanan Jurusan Kehutanan Fakultas Pertanian"
7000,16071,30102022,"5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Bengkulu","Fakultas Pertanian","S1 Jurusan Kehutanan","Prodi S1 Kehutanan Jurusan Kehutanan Fakultas Pertanian"
7001,16071,30102022,"5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Bengkulu","Fakultas Pertanian","S1 Jurusan Kehutanan","Prodi S1 Kehutanan Jurusan Kehutanan Fakultas Pertanian"
7002,16071,30102022,"5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Bengkulu","Fakultas Pertanian","S1 Jurusan Kehutanan","Prodi S1 Kehutanan Jurusan Kehutanan Fakultas Pertanian"
7003,16071,30102022,"5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Bengkulu","Fakultas Pertanian","S1 Jurusan Kehutanan","Prodi S1 Kehutanan Jurusan Kehutanan Fakultas Pertanian"
7004,16071,30102022,"5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Bengkulu","Fakultas Pertanian","S1 Jurusan Kehutanan","Prodi S1 Kehutanan Jurusan Kehutanan Fakultas Pertanian"
7005,16071,30102023,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Teknologi Bacharuddin Jusuf Habibie","Jurusan Teknik Elektro dan Komputer","Prodi S1 Sistem Informasi Jurusan Teknik Elektro dan Komputer",NULL
7006,16071,30102023,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Teknologi Bacharuddin Jusuf Habibie","Jurusan Teknik Elektro dan Komputer","Prodi S1 Sistem Informasi Jurusan Teknik Elektro dan Komputer",NULL
7007,16071,30102024,"4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Singaperbangsa Karawang","Fakultas Keguruan dan Ilmu Pendidikan",Prodi,"S1 Pendidikan Bahasa Inggris Fakultas Keguruan dan Ilmu Pendidikan"
7008,16071,30102024,"4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Singaperbangsa Karawang","Fakultas Keguruan dan Ilmu Pendidikan",Prodi,"S1 Pendidikan Bahasa Inggris Fakultas Keguruan dan Ilmu Pendidikan"
7009,16071,30102024,"4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Singaperbangsa Karawang","Fakultas Keguruan dan Ilmu Pendidikan",Prodi,"S1 Pendidikan Bahasa Inggris Fakultas Keguruan dan Ilmu Pendidikan"
7010,16071,30102024,"4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Singaperbangsa Karawang","Fakultas Keguruan dan Ilmu Pendidikan",Prodi,"S1 Pendidikan Bahasa Inggris Fakultas Keguruan dan Ilmu Pendidikan"
7011,16071,30102031,"Sains dan Teknologi","Jurusan Kimia Fakultas Sains dan Teknologi Universitas Pattimura","Prodi S1 Farmasi Jurusan Kimia Fakultas 5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Pattimura","Fakultas Sains dan Teknologi Universitas Pattimura"
7012,16071,30102031,"Sains dan Teknologi","Jurusan Kimia Fakultas Sains dan Teknologi Universitas Pattimura","Prodi S1 Farmasi Jurusan Kimia Fakultas 5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Pattimura","Fakultas Sains dan Teknologi Universitas Pattimura"
7013,16071,30102031,"Sains dan Teknologi","Jurusan Kimia Fakultas Sains dan Teknologi Universitas Pattimura","Prodi S1 Farmasi Jurusan Kimia Fakultas 5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Pattimura","Fakultas Sains dan Teknologi Universitas Pattimura"
7014,16071,30102031,"Sains dan Teknologi","Jurusan Kimia Fakultas Sains dan Teknologi Universitas Pattimura","Prodi S1 Farmasi Jurusan Kimia Fakultas 5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Pattimura","Fakultas Sains dan Teknologi Universitas Pattimura"
7015,16071,30102031,"Sains dan Teknologi","Jurusan Kimia Fakultas Sains dan Teknologi Universitas Pattimura","Prodi S1 Farmasi Jurusan Kimia Fakultas 5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Pattimura","Fakultas Sains dan Teknologi Universitas Pattimura"
